"","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm","brand","car_type","age"
"236",2015,650,125,"Diesel","Individual","Manual","First Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",6
"237",2017,410,13.5,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,101,3000,"Maruti","Small",4
"238",2011,165,75,"Petrol","Individual","Manual","First Owner",17.92,1086,62.1,5,96,3000,"Hyundai","Small",10
"239",2007,80,120,"Petrol","Individual","Manual","Second Owner",13.2,1495,94,5,12,3500,"Hyundai","Small",14
"240",2012,535,120,"Diesel","Individual","Manual","First Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",9
"241",2013,700,70,"Diesel","Individual","Manual","First Owner",12.99,2494,100.57,7,200,3400,"Toyota","Medium",8
"242",2013,550,70,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,190,2000,"Maruti","Small",8
"243",2019,680,15,"Petrol","Individual","Automatic","First Owner",19,1199,88.76,5,110,4800,"Honda","Small",2
"244",2009,200,53,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",12
"245",2014,500,120,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,190,2000,"Maruti","Small",7
"246",2016,1000,70,"Diesel","Individual","Manual","First Owner",24.52,1248,88.5,7,200,1750,"Maruti","Medium",5
"247",2008,110,120,"Petrol","Individual","Manual","Second Owner",14.2,1341,82.9,5,11,3200,"Hyundai","Small",13
"248",2012,320,100,"Petrol","Individual","Manual","Second Owner",18.5,1197,80,5,11,4000,"Hyundai","Small",9
"249",2005,75,110,"Diesel","Individual","Manual","Second Owner",16.589,1306.8,71.06,5.1,99.65,3237.5,"Tata","Medium",16
"250",2015,350,100,"Petrol","Individual","Manual","First Owner",20.4,1197,83.11,5,113,4200,"Maruti","Small",6
"251",2013,170,162.5,"Diesel","Individual","Manual","First Owner",19.4,1405,70,5,135,2500,"Tata","Small",8
"252",2017,800,39,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",4
"253",2017,500,75,"Diesel","Individual","Manual","First Owner",26.8,1248,74,5,190,2000,"Maruti","Small",4
"254",2017,1380,50,"Diesel","Individual","Automatic","First Owner",17.6,2179,153.86,7,400,2500,"Tata","Medium",4
"255",2019,1300,40,"Diesel","Individual","Manual","First Owner",17.3,1497,121,8,300,2500,"Mahindra","Medium",2
"256",2013,530,92.5,"Diesel","Individual","Manual","First Owner",22.32,1582,126.3,5,259,2750,"Hyundai","Small",8
"257",2012,360,158,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,190,2000,"Maruti","Small",9
"258",2012,310,120,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"259",2015,725,50,"Diesel","Individual","Manual","Second Owner",26,1498,98.6,5,200,1750,"Honda","Small",6
"260",2012,340,110,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"261",2017,550,2,"Diesel","Individual","Manual","Second Owner",25.4,1186,73.97,5,190,2250,"Hyundai","Small",4
"262",2011,1150,181,"Diesel","Individual","Manual","Second Owner",11.5,2982,171,7,343,3400,"Toyota","Medium",10
"263",2016,380,70,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,140,3000,"Tata","Small",5
"264",2013,350,90,"Petrol","Individual","Automatic","Second Owner",17.97,1498,99.6,5,134,4000,"Nissan","Small",8
"265",2019,610,2,"Petrol","Individual","Manual","First Owner",18.6,1197,81.86,5,117,4000,"Hyundai","Small",2
"266",2015,525,20,"Petrol","Individual","Manual","First Owner",20.85,1197,83.14,5,115,4000,"Maruti","Small",6
"267",2011,480,120,"Diesel","Individual","Manual","First Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",10
"268",2017,780,35,"Diesel","Individual","Manual","First Owner",16.55,2498,105,6,247,2000,"Mahindra","Medium",4
"269",2012,320,193,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"270",2014,375,80,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,113,4200,"Maruti","Small",7
"271",2019,300,40,"Petrol","Individual","Manual","First Owner",19.02,1198,67.05,5,104,4000,"Datsun","Small",2
"272",2015,500,70,"Diesel","Individual","Manual","Fourth & Above Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",6
"273",2011,404,122.36,"Diesel","Individual","Manual","First Owner",12.05,2179,120,9,290,2800,"Mahindra","Large",10
"274",2015,500,75,"Diesel","Individual","Manual","First Owner",14.07,2956,69.01,7,223,2200,"Tata","Medium",6
"275",2017,350,120,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,140,3000,"Tata","Small",4
"276",2015,380,40,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,140,4000,"Tata","Small",6
"277",2008,115,95.2,"Petrol","Individual","Manual","Third Owner",13.2,1495,94,5,12,3500,"Hyundai","Small",13
"278",2014,335,33.03,"Petrol","Dealer","Manual","First Owner",19.4,1198,86.8,5,109,4500,"Honda","Small",7
"279",2015,465,63.06,"Petrol","Dealer","Automatic","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",6
"280",2012,290,60,"Diesel","Individual","Manual","First Owner",21.02,1248,88.76,5,200,3000,"Tata","Small",9
"281",2005,110,45,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",16
"282",2011,450,80,"Diesel","Individual","Manual","Third Owner",11.57,2179,138.1,7,320,2700,"Tata","Medium",10
"283",2009,400,170,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",12
"284",2007,210,207.89,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",14
"285",2018,4600,7.98,"Diesel","Individual","Automatic","First Owner",17.9,2143,170,5,400,2800,"Mercedes-Benz","Small",3
"286",2016,220,35,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,8,59,2500,"Maruti","Medium",5
"287",2017,450,35,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",4
"288",2017,450,35,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",4
"289",2013,290,50,"Petrol","Individual","Automatic","First Owner",16.95,1197,78.9,5,111,4000,"Hyundai","Small",8
"290",2016,520,20,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,113,4200,"Maruti","Small",5
"291",2011,265,20,"Petrol","Individual","Automatic","First Owner",16.95,1197,78.9,5,111,4000,"Hyundai","Small",10
"292",2012,330,50,"Petrol","Individual","Manual","Second Owner",18.6,1197,85.8,5,114,4000,"Maruti","Small",9
"293",2012,330,50,"Petrol","Individual","Manual","Second Owner",18.6,1197,85.8,5,114,4000,"Maruti","Small",9
"294",2014,510,120,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",7
"295",2014,500,70,"Petrol","Individual","Manual","First Owner",17.1,1591,121.3,5,154,4200,"Hyundai","Small",7
"296",2015,525,50,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,114,4000,"Hyundai","Small",6
"297",2019,675,16.5,"Petrol","Individual","Manual","First Owner",21.01,1197,81.8,5,113,4200,"Maruti","Small",2
"298",2010,300,70,"Petrol","Individual","Manual","First Owner",17,1197,80,5,11,4000,"Hyundai","Small",11
"299",2005,90,99.36,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",16
"300",2017,650,25,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,190,2000,"Maruti","Small",4
"301",2014,409,70,"Petrol","Individual","Manual","Second Owner",19.1,1197,85.8,5,114,4000,"Maruti","Small",7
"302",2015,395,80,"Diesel","Individual","Manual","Second Owner",24,1120,70,5,160,2750,"Hyundai","Small",6
"303",2010,215,70,"Petrol","Individual","Manual","Second Owner",18.7215,1211.2,75.2425,5.1,110.05,3520,"Maruti","Medium",11
"304",2014,400,70,"Petrol","Individual","Manual","Second Owner",19.1,1197,85.8,5,114,4000,"Maruti","Small",7
"305",2012,120,60,"Petrol","Individual","Manual","Third Owner",18.6,1199,79.4,5,108,4400,"Chevrolet","Small",9
"306",2018,645,10,"Petrol","Individual","Automatic","First Owner",20.3,1199,84,5,114,3500,"Tata","Small",3
"307",2006,81,80,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",15
"308",2017,1300,30,"Diesel","Individual","Manual","First Owner",25.6,1498,97.9,5,200,1750,"Honda","Small",4
"309",2017,1250,33,"Diesel","Individual","Manual","First Owner",25.6,1498,97.9,5,200,1750,"Honda","Small",4
"310",2013,535,90,"Petrol","Individual","Manual","Third Owner",16.02,1373,93.7,7,130,4000,"Maruti","Medium",8
"311",2014,555,80.1,"Diesel","Individual","Manual","Second Owner",19.01,1461,108.5,5,248,2250,"Nissan","Small",7
"312",2014,725,120,"Petrol","Individual","Manual","First Owner",17.4,1497,117.3,5,145,4600,"Honda","Small",7
"313",1983,300,10,"Diesel","Individual","Manual","Third Owner",16.06,920.45,44.65,4.35,65.05,3010,"Mahindra","Small",38
"314",2016,230,40,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",5
"315",2013,800,160,"Diesel","Individual","Manual","Second Owner",12.99,2494,100.6,8,200,3600,"Toyota","Medium",8
"316",2017,410,47,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,90,3500,"Maruti","Small",4
"317",2018,1210,25,"Diesel","Individual","Manual","First Owner",21.38,1396,88.7,5,219,2750,"Hyundai","Small",3
"318",2017,400,26,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",4
"319",2018,520,29,"Diesel","Individual","Manual","First Owner",24,1186,73.97,5,190,2250,"Hyundai","Small",3
"320",2016,650,50,"Petrol","Individual","Automatic","First Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",5
"321",2011,325,58,"Petrol","Individual","Manual","Third Owner",16.1,1298,88.2,5,11,4500,"Maruti","Small",10
"322",2012,420,120,"Petrol","Individual","Automatic","First Owner",17.4,1197,85.8,5,114,4000,"Maruti","Small",9
"323",2014,400,50,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,113,4200,"Maruti","Small",7
"324",2010,255,80,"Petrol","Individual","Manual","Fourth & Above Owner",17,1197,80,5,11,4000,"Hyundai","Small",11
"325",2003,65,60,"Petrol","Individual","Manual","Fourth & Above Owner",17.3,993,60,5,78,4500,"Maruti","Small",18
"326",2017,351,36,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,90,3500,"Maruti","Small",4
"327",2007,404,120,"Diesel","Individual","Manual","Third Owner",12.8,2494,102,8,20,3400,"Toyota","Medium",14
"328",2011,185,185,"Diesel","Individual","Manual","Third Owner",21.1,1248,73.9,5,190,2000,"Maruti","Small",10
"329",2011,250,50,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,160,2000,"Nissan","Small",10
"330",2002,60,100,"Petrol","Individual","Manual","Fourth & Above Owner",17.3,993,60,5,78,4500,"Maruti","Small",19
"331",2013,500,50,"Petrol","Individual","Manual","Second Owner",17.1,1591,121.3,5,154,4200,"Hyundai","Small",8
"332",2007,85,80,"Petrol","Individual","Manual","Second Owner",18.2,998,67.1,5,90,3500,"Maruti","Small",14
"333",2005,85,60,"Petrol","Individual","Manual","Second Owner",17.615,1006.35,60.78,4.9,62.15,3270,"Hyundai","Small",16
"334",2005,85,80,"Petrol","Individual","Manual","Fourth & Above Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",16
"335",2011,265,90,"Diesel","Individual","Manual","Fourth & Above Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",10
"336",2010,130,162,"Petrol","Individual","Manual","Second Owner",19,998,66.1,5,90,3500,"Maruti","Small",11
"337",2013,480,110,"Diesel","Individual","Manual","Third Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",8
"338",2008,170,120,"Diesel","Individual","Manual","Third Owner",17.8,1248,75,5,190,2000,"Maruti","Small",13
"339",2011,275,45,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,160,2000,"Nissan","Small",10
"340",2005,89,90,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",16
"341",2010,170,90,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,160,2000,"Ford","Small",11
"342",2019,1090,16.5,"Petrol","Dealer","Manual","First Owner",17,1197,110,5,200,3500,"Mahindra","Small",2
"343",2017,1100,67,"Diesel","Individual","Automatic","First Owner",17.01,1582,126.2,5,259,2750,"Hyundai","Small",4
"344",2018,610,52,"Petrol","Dealer","Manual","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",3
"345",2016,335,40,"Petrol","Dealer","Manual","First Owner",20.63,1198,67,5,104,4000,"Datsun","Small",5
"346",2015,435,40,"Petrol","Dealer","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",6
"347",2018,3000,35,"Diesel","Individual","Manual","First Owner",14.24,2755,174.5,7,420,2600,"Toyota","Medium",3
"348",2018,390,13,"Petrol","Dealer","Manual","First Owner",20.71,799,53.26,5,72,4386,"Renault","Small",3
"349",2012,325,40,"Petrol","Dealer","Manual","First Owner",18.5,1198,86.8,5,109,4500,"Honda","Small",9
"350",2019,640,10,"Petrol","Dealer","Manual","First Owner",17,1198,73.75,5,110,3750,"Volkswagen","Small",2
"351",2012,450,9,"Petrol","Dealer","Manual","First Owner",16.95,1498,97.7,5,134,4000,"Nissan","Small",9
"352",2013,400,70,"Diesel","Dealer","Manual","Second Owner",23.59,1364,67.06,5,170,2400,"Toyota","Small",8
"353",2009,215,60,"Petrol","Dealer","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",12
"354",2014,570,40,"Diesel","Dealer","Manual","First Owner",20.45,1461,83.8,5,200,1900,"Renault","Small",7
"355",2012,680,93,"Diesel","Dealer","Manual","First Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",9
"356",2008,325,80,"Diesel","Individual","Manual","Fourth & Above Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",13
"357",2011,150,50,"Petrol","Individual","Manual","Second Owner",15.64,1193,64.08,5,100,2700,"Tata","Small",10
"358",2013,690,68,"Petrol","Dealer","Automatic","First Owner",14.5,1797,147.5,5,177,4700,"Hyundai","Small",8
"359",2013,1550,25,"Diesel","Individual","Automatic","First Owner",14.84,2143,170,5,400,2800,"Mercedes-Benz","Small",8
"360",2012,64,18,"Petrol","Dealer","Manual","First Owner",25.4,624,37.5,4,51,4000,"Tata","Small",9
"361",2013,250,120,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,160,2000,"Nissan","Small",8
"362",2005,65,35,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",16
"363",2016,550,60,"Diesel","Individual","Manual","Second Owner",26.59,1248,74,5,190,2000,"Maruti","Small",5
"364",2010,140,70,"Petrol","Individual","Manual","Fourth & Above Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",11
"365",2016,300,30,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",5
"366",2016,800,70,"Petrol","Individual","Automatic","First Owner",16.34,1798,189.3,5,250,5300,"Volkswagen","Small",5
"367",2017,2625,9,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,430,2500,"Jaguar","Small",4
"368",2019,5150,20,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,202,5200,"Lexus","Small",2
"369",2017,3200,45,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,430,2500,"Jaguar","Small",4
"370",2015,503,110,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,320,3000,"Tata","Medium",6
"371",2019,3800,20,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,400,400,"Volvo","Small",2
"372",2016,2000,68.09,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,213,4500,"Toyota","Small",5
"373",2013,225,58.34,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,90,3500,"Maruti","Small",8
"374",2018,740,38.82,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",3
"375",2016,550,56.49,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,110,4800,"Honda","Small",5
"376",2013,750,79.33,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,200,3600,"Toyota","Medium",8
"377",2019,650,5.62,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",2
"378",2017,625,25.54,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,132,3000,"Toyota","Small",4
"379",2018,600,69.78,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",3
"380",2017,450,56.29,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,190,2250,"Hyundai","Small",4
"381",2019,5400,7.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"382",2019,5500,8.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"383",2019,779,7.03,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,110,4800,"Honda","Small",2
"384",2016,645,11,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,153,3800,"Skoda","Small",5
"385",2018,2475,2,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,350,2750,"Volvo","Small",3
"386",2010,150,106,"Petrol","Individual","Manual","Third Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",11
"387",2012,265,162,"Diesel","Individual","Manual","Third Owner",19.696,1569.5,77.51,5.45,177.2,2292.5,"Toyota","Medium",9
"388",2009,500,120,"Petrol","Individual","Automatic","Second Owner",11.1,2354,158.8,5,218,4200,"Honda","Small",12
"389",2015,480,90,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,190,2000,"Maruti","Small",6
"390",2014,535,70,"Diesel","Individual","Manual","Third Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",7
"391",2005,250,240,"Diesel","Individual","Manual","Third Owner",12.8,2494,102,8,20,3400,"Toyota","Medium",16
"392",2012,300,100,"Diesel","Individual","Manual","Second Owner",21.5,1248,88.8,5,200,1750,"Maruti","Small",9
"393",2009,340,214,"Petrol","Individual","Manual","Second Owner",13.9,1599,103.2,5,14,3000,"Hyundai","Small",12
"394",2009,340,214,"Diesel","Individual","Manual","Second Owner",16.8,1493,110,5,24,2750,"Hyundai","Small",12
"395",2016,240,50,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",5
"396",2018,1085,1,"Petrol","Individual","Automatic","First Owner",18,1497,117.6,5,145,4600,"Honda","Small",3
"397",2017,750,19,"Diesel","Individual","Automatic","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",4
"398",2012,95,265,"Diesel","Individual","Manual","Second Owner",17,1405,70,5,13,2500,"Tata","Small",9
"399",2014,215,80,"Petrol","Individual","Manual","Second Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",7
"400",2016,1290,50,"Diesel","Individual","Automatic","First Owner",16,2179,140,7,330,2800,"Mahindra","Medium",5
"401",2010,150,80,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,90,3500,"Maruti","Small",11
"402",2013,219,50,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",8
"403",2018,325,100,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"404",2013,260,120,"Petrol","Individual","Manual","Second Owner",15.1,1196,73,5,101,3000,"Maruti","Small",8
"405",2017,2625,9,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,430,2500,"Jaguar","Small",4
"406",2019,5150,20,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,202,5200,"Lexus","Small",2
"407",2017,3200,45,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,430,2500,"Jaguar","Small",4
"408",2015,503,110,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,320,3000,"Tata","Medium",6
"409",2019,3800,20,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,400,400,"Volvo","Small",2
"410",2016,2000,68.09,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,213,4500,"Toyota","Small",5
"411",2013,225,58.34,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,90,3500,"Maruti","Small",8
